Instance,Income
147081,4.20E+04
147082,2.71E+04
147083,1.92E+04
147084,4.36E+04
147085,1.09E+05
147086,9.03E+04
147087,9.70E+04
147088,7.22E+04
147089,1.16E+04
147090,3.10E+04
147091,3.03E+04
147092,9.50E+04
147093,3.91E+04
147094,7.85E+04
147095,4.58E+04
147096,3.93E+04
147097,9.88E+04
147098,1.07E+05
147099,4.50E+04
147100,1.35E+04
147101,5.47E+03
147102,9.25E+04
147103,1.06E+05
147104,1.01E+05
147105,3.83E+04
147106,4.90E+04
147107,8.64E+04
147108,5.45E+04
147109,2.47E+04
147110,1.08E+05
147111,7.12E+04
147112,3.38E+04
147113,2.26E+04
147114,1.14E+05
147115,1.23E+04
147116,8.48E+04
147117,5.80E+04
147118,3.81E+04
147119,6.84E+03
147120,6.32E+04
147121,2.97E+04
147122,1.09E+05
147123,4.21E+04
147124,3.41E+04
147125,8.71E+04
147126,4.17E+04
147127,7.82E+04
147128,3.73E+04
147129,9.89E+04
147130,4.31E+04
147131,4.74E+04
147132,7.36E+04
147133,8.53E+04
147134,6.42E+04
147135,8.33E+04
147136,8.14E+04
147137,5.55E+04
147138,7.12E+04
147139,3.07E+04
147140,5.42E+04
147141,9.86E+04
147142,7.79E+04
147143,9.12E+04
147144,8.50E+04
147145,5.31E+04
147146,4.14E+04
147147,5.66E+04
147148,1.12E+04
147149,8.14E+04
147150,3.79E+04
147151,2.03E+04
147152,3.98E+04
147153,9.71E+04
147154,4.74E+04
147155,2.85E+04
147156,1.02E+05
147157,2.07E+04
147158,2.65E+04
147159,2.32E+04
147160,4.75E+04
147161,8.45E+04
147162,8.02E+04
147163,9.36E+04
147164,3.37E+04
147165,6.96E+04
147166,6.84E+04
147167,3.33E+04
147168,5.34E+04
147169,3.87E+04
147170,3.31E+04
147171,4.19E+04
147172,5.24E+04
147173,3.71E+04
147174,7.40E+04
147175,8.75E+04
147176,9.15E+04
147177,6.89E+04
147178,4.34E+04
147179,2.43E+04
147180,9.09E+04
147181,1.08E+05
147182,8.92E+04
147183,6.36E+04
147184,2.35E+04
147185,9.24E+04
147186,4.19E+04
147187,2.33E+04
147188,6.12E+04
147189,7.34E+04
147190,3.74E+04
147191,1.76E+04
147192,5.67E+04
147193,4.98E+04
147194,5.86E+04
147195,1.62E+04
147196,2.68E+04
147197,8.13E+04
147198,9.17E+04
147199,3.46E+04
147200,2.01E+04
147201,3.59E+04
147202,2.92E+04
147203,4.15E+04
147204,4.29E+04
147205,8.89E+04
147206,9.94E+04
147207,7.01E+04
147208,8.89E+04
147209,1.02E+05
147210,1.16E+05
147211,1.53E+04
147212,6.82E+04
147213,1.67E+04
147214,3.73E+04
147215,3.54E+04
147216,4.03E+04
147217,9.23E+04
147218,1.52E+04
147219,3.85E+04
147220,7.60E+04
147221,7.23E+04
147222,9.27E+04
147223,5.36E+04
147224,1.22E+05
147225,3.88E+04
147226,2.32E+04
147227,6.62E+04
147228,3.86E+04
147229,7.60E+04
147230,9.72E+04
147231,5.14E+04
147232,1.65E+04
147233,3.08E+04
147234,5.66E+04
147235,7.45E+04
147236,1.09E+05
147237,7.17E+04
147238,3.42E+04
147239,1.03E+05
147240,1.02E+05
147241,6.95E+04
147242,1.02E+05
147243,1.21E+05
147244,6.78E+04
147245,5.72E+04
147246,3.50E+04
147247,7.15E+04
147248,1.32E+05
147249,5.36E+04
147250,7.26E+04
147251,1.34E+05
147252,4.81E+04
147253,2.02E+04
147254,6.49E+04
147255,9.42E+04
147256,1.93E+04
147257,1.15E+04
147258,2.36E+04
147259,3.80E+04
147260,1.04E+05
147261,1.01E+05
147262,1.06E+05
147263,5.79E+04
147264,9.73E+04
147265,3.83E+04
147266,1.13E+05
147267,3.59E+04
147268,6.51E+04
147269,1.07E+05
147270,5.24E+04
147271,3.02E+04
147272,5.23E+04
147273,6.90E+04
147274,1.43E+04
147275,2.28E+04
147276,9.88E+04
147277,2.04E+04
147278,7.16E+04
147279,7.09E+04
147280,2.81E+04
147281,7.69E+04
147282,5.29E+04
147283,3.75E+04
147284,1.34E+04
147285,8.89E+04
147286,9.51E+04
147287,1.01E+05
147288,4.68E+04
147289,2.64E+04
147290,5.65E+04
147291,9.65E+04
147292,2.69E+04
147293,8.05E+04
147294,6.12E+04
147295,8.57E+04
147296,8.74E+04
147297,9.39E+04
147298,8.21E+04
147299,5.64E+04
147300,1.15E+05
147301,1.08E+05
147302,6.89E+04
147303,2.14E+04
147304,4.42E+04
147305,9.05E+04
147306,3.28E+04
147307,4.33E+04
147308,9.57E+04
147309,4.48E+04
147310,2.07E+04
147311,1.18E+05
147312,5.62E+04
147313,2.00E+04
147314,9.85E+04
147315,2.57E+04
147316,6.51E+04
147317,3.41E+04
147318,9.49E+04
147319,2.73E+04
147320,2.93E+04
147321,3.33E+04
147322,4.09E+04
147323,5.26E+04
147324,3.69E+04
147325,4.08E+04
147326,9.47E+04
147327,3.13E+04
147328,1.09E+05
147329,2.43E+04
147330,2.91E+04
147331,1.10E+05
147332,5.91E+04
147333,4.05E+04
147334,5.42E+04
147335,3.02E+04
147336,9.50E+04
147337,1.04E+05
147338,3.21E+04
147339,5.49E+04
147340,7.36E+04
147341,1.13E+05
147342,4.22E+04
147343,2.99E+04
147344,5.10E+04
147345,8.01E+04
147346,5.19E+04
147347,2.56E+04
147348,8.84E+04
147349,7.41E+04
147350,1.09E+05
147351,9.83E+04
147352,9.89E+04
147353,2.95E+04
147354,9.51E+04
147355,1.03E+05
147356,2.89E+04
147357,1.05E+05
147358,3.49E+04
147359,7.90E+04
147360,7.29E+04
147361,9.24E+03
147362,7.49E+04
147363,7.57E+04
147364,1.03E+05
147365,9.70E+04
147366,7.07E+04
147367,1.58E+04
147368,8.78E+04
147369,3.12E+04
147370,6.28E+04
147371,9.25E+04
147372,1.93E+04
147373,7.83E+04
147374,6.00E+04
147375,7.88E+04
147376,8.93E+04
147377,5.52E+04
147378,2.69E+04
147379,7.17E+02
147380,8.67E+04
147381,1.75E+04
147382,6.50E+04
147383,9.35E+04
147384,1.22E+05
147385,5.83E+04
147386,3.87E+04
147387,3.92E+04
147388,7.04E+04
147389,4.25E+03
147390,2.54E+04
147391,1.31E+05
147392,4.03E+04
147393,3.89E+04
147394,1.13E+05
147395,4.81E+04
147396,7.95E+04
147397,8.82E+04
147398,4.06E+04
147399,3.61E+04
147400,3.69E+04
147401,2.20E+04
147402,7.15E+04
147403,1.09E+05
147404,8.16E+04
147405,9.22E+04
147406,3.61E+04
147407,6.42E+04
147408,7.40E+04
147409,6.17E+04
147410,4.89E+04
147411,2.63E+04
147412,1.04E+05
147413,6.71E+04
147414,9.08E+04
147415,8.95E+04
147416,7.09E+04
147417,2.97E+04
147418,5.54E+04
147419,8.09E+04
147420,5.30E+04
147421,6.68E+04
147422,6.34E+04
147423,1.03E+05
147424,9.05E+04
147425,6.01E+04
147426,1.33E+05
147427,4.71E+04
147428,7.70E+04
147429,2.07E+04
147430,9.35E+04
147431,4.42E+04
147432,4.64E+04
147433,8.71E+04
147434,4.09E+04
147435,2.43E+04
147436,2.63E+04
147437,2.30E+04
147438,9.47E+04
147439,3.47E+04
147440,3.81E+04
147441,3.38E+04
147442,8.60E+04
147443,7.90E+04
147444,9.48E+04
147445,4.33E+04
147446,3.07E+04
147447,3.59E+04
147448,4.06E+04
147449,6.36E+04
147450,8.48E+04
147451,5.60E+04
147452,-1.28E+03
147453,9.33E+04
147454,6.58E+04
147455,8.68E+04
147456,1.07E+05
147457,6.93E+04
147458,2.97E+04
147459,7.02E+04
147460,5.97E+04
147461,1.27E+05
147462,4.87E+04
147463,3.08E+04
147464,3.45E+04
147465,2.81E+04
147466,2.00E+04
147467,9.94E+04
147468,1.10E+05
147469,3.10E+04
147470,4.73E+04
147471,6.95E+04
147472,9.61E+04
147473,3.74E+04
147474,5.57E+04
147475,3.51E+04
147476,1.12E+05
147477,2.23E+04
147478,6.85E+04
147479,3.94E+04
147480,4.14E+04
147481,8.35E+04
147482,1.06E+05
147483,2.76E+04
147484,1.75E+04
147485,2.70E+04
147486,5.36E+04
147487,1.08E+05
147488,3.62E+04
147489,8.22E+04
147490,9.54E+04
147491,7.23E+04
147492,7.52E+04
147493,6.94E+04
147494,6.79E+04
147495,8.04E+04
147496,7.00E+04
147497,1.04E+04
147498,5.73E+04
147499,7.13E+04
147500,8.75E+04
147501,3.21E+04
147502,4.83E+04
147503,4.20E+04
147504,3.61E+04
147505,3.13E+04
147506,1.79E+04
147507,2.69E+04
147508,5.11E+04
147509,8.08E+04
147510,8.98E+04
147511,7.58E+04
147512,5.27E+04
147513,6.37E+04
147514,9.31E+04
147515,2.70E+04
147516,7.37E+04
147517,5.90E+04
147518,7.19E+04
147519,6.10E+04
147520,3.62E+04
147521,3.45E+04
147522,7.29E+04
147523,3.00E+04
147524,4.47E+04
147525,5.43E+04
147526,3.74E+04
147527,5.20E+04
147528,1.03E+05
147529,4.83E+04
147530,1.38E+04
147531,9.65E+04
147532,6.69E+04
147533,3.83E+04
147534,3.38E+04
147535,-1.03E+04
147536,4.60E+04
147537,4.98E+04
147538,4.42E+04
147539,6.94E+04
147540,6.14E+04
147541,3.02E+04
147542,5.32E+04
147543,5.00E+04
147544,5.62E+04
147545,1.19E+05
147546,4.58E+04
147547,3.53E+04
147548,5.34E+04
147549,1.00E+05
147550,5.97E+04
147551,1.26E+05
147552,6.75E+04
147553,5.42E+04
147554,3.96E+04
147555,6.61E+04
147556,7.16E+04
147557,1.72E+04
147558,1.20E+05
147559,4.01E+04
147560,6.42E+04
147561,1.21E+05
147562,1.18E+05
147563,9.99E+04
147564,3.91E+04
147565,7.96E+04
147566,7.29E+04
147567,7.68E+04
147568,1.27E+05
147569,5.40E+04
147570,3.51E+04
147571,1.91E+04
147572,6.54E+04
147573,8.83E+04
147574,3.41E+04
147575,1.04E+05
147576,1.17E+05
147577,7.56E+04
147578,2.56E+04
147579,9.70E+04
147580,2.13E+04
147581,9.19E+04
147582,4.67E+04
147583,2.44E+04
147584,8.55E+04
147585,1.61E+04
147586,5.31E+04
147587,8.59E+04
147588,1.79E+04
147589,7.50E+04
147590,8.31E+04
147591,6.62E+04
147592,2.39E+04
147593,5.56E+04
147594,4.15E+04
147595,6.52E+04
147596,8.81E+04
147597,4.44E+04
147598,4.27E+04
147599,2.23E+04
147600,8.98E+04
147601,-9.76E+02
147602,6.79E+04
147603,3.20E+04
147604,8.46E+04
147605,5.34E+04
147606,6.69E+04
147607,9.97E+04
147608,2.22E+04
147609,7.08E+04
147610,1.02E+05
147611,7.55E+04
147612,3.96E+04
147613,1.17E+05
147614,3.22E+04
147615,6.49E+04
147616,3.05E+04
147617,1.16E+05
147618,7.10E+04
147619,5.67E+04
147620,1.92E+04
147621,9.63E+04
147622,4.66E+04
147623,2.70E+04
147624,6.14E+04
147625,8.25E+04
147626,5.07E+04
147627,2.66E+04
147628,6.51E+04
147629,1.01E+05
147630,4.56E+04
147631,7.33E+04
147632,7.24E+04
147633,4.46E+04
147634,9.90E+04
147635,6.47E+04
147636,7.62E+04
147637,4.21E+04
147638,4.10E+04
147639,1.55E+04
147640,8.86E+04
147641,1.10E+05
147642,8.98E+04
147643,8.30E+04
147644,2.89E+04
147645,9.42E+04
147646,2.98E+04
147647,3.12E+04
147648,1.04E+05
147649,8.87E+04
147650,3.11E+04
147651,1.13E+05
147652,3.01E+04
147653,2.88E+04
147654,4.99E+04
147655,1.99E+04
147656,6.99E+04
147657,4.16E+03
147658,6.68E+04
147659,1.06E+05
147660,1.18E+05
147661,7.21E+04
147662,3.59E+04
147663,3.49E+04
147664,2.67E+04
147665,9.44E+04
147666,7.63E+04
147667,1.78E+04
147668,7.93E+04
147669,1.94E+04
147670,3.36E+04
147671,3.28E+04
147672,1.24E+05
147673,7.58E+04
147674,4.07E+04
147675,6.53E+04
147676,7.88E+04
147677,9.16E+04
147678,2.41E+04
147679,2.88E+04
147680,1.08E+05
147681,8.17E+04
147682,1.56E+04
147683,3.84E+04
147684,3.11E+04
147685,2.30E+04
147686,4.22E+04
147687,8.81E+04
147688,4.24E+04
147689,1.07E+05
147690,5.26E+04
147691,3.22E+04
147692,7.58E+04
147693,9.14E+04
147694,5.51E+04
147695,7.08E+04
147696,5.82E+04
147697,2.59E+04
147698,3.84E+04
147699,6.96E+04
147700,6.75E+04
147701,4.07E+04
147702,8.79E+04
147703,3.53E+04
147704,9.38E+04
147705,7.68E+04
147706,4.40E+04
147707,8.08E+04
147708,3.39E+04
147709,4.01E+04
147710,5.33E+04
147711,3.39E+04
147712,4.90E+04
147713,6.83E+04
147714,9.55E+04
147715,4.35E+04
147716,4.17E+04
147717,9.96E+04
147718,3.83E+04
147719,3.53E+04
147720,5.51E+04
147721,9.64E+04
147722,4.08E+04
147723,1.02E+05
147724,7.06E+04
147725,2.32E+04
147726,1.92E+04
147727,3.34E+04
147728,4.18E+04
147729,1.31E+04
147730,1.19E+05
147731,4.33E+04
147732,2.40E+04
147733,8.04E+04
147734,8.34E+04
147735,9.32E+04
147736,1.93E+04
147737,7.66E+04
147738,3.52E+04
147739,5.79E+04
147740,6.59E+04
147741,5.20E+04
147742,1.22E+04
147743,6.63E+04
147744,1.24E+04
147745,1.13E+04
147746,8.38E+04
147747,7.06E+04
147748,8.37E+04
147749,5.99E+04
147750,7.47E+04
147751,8.82E+04
147752,1.63E+04
147753,1.09E+05
147754,8.90E+04
147755,2.06E+04
147756,2.41E+04
147757,4.60E+04
147758,9.08E+04
147759,9.17E+04
147760,2.68E+04
147761,4.02E+04
147762,8.42E+04
147763,1.08E+05
147764,7.44E+04
147765,7.40E+04
147766,4.52E+04
147767,1.05E+05
147768,1.74E+04
147769,1.99E+04
147770,4.66E+04
147771,7.42E+04
147772,2.16E+04
147773,6.03E+04
147774,1.09E+05
147775,9.77E+04
147776,6.66E+04
147777,1.02E+05
147778,1.15E+05
147779,4.54E+04
147780,7.58E+04
147781,4.39E+04
147782,3.71E+04
147783,1.07E+05
147784,1.41E+04
147785,5.20E+04
147786,8.41E+04
147787,2.27E+04
147788,9.23E+04
147789,6.24E+04
147790,1.18E+04
147791,9.66E+04
147792,7.41E+04
147793,4.36E+04
147794,2.97E+04
147795,5.78E+04
147796,7.65E+04
147797,5.69E+04
147798,5.57E+04
147799,2.27E+04
147800,3.25E+04
147801,1.49E+04
147802,6.68E+04
147803,4.82E+04
147804,5.93E+04
147805,1.02E+05
147806,6.62E+04
147807,4.28E+04
147808,2.11E+04
147809,1.09E+05
147810,3.88E+04
147811,1.12E+05
147812,9.27E+04
147813,3.72E+04
147814,3.54E+04
147815,7.53E+04
147816,9.27E+04
147817,7.63E+04
147818,7.39E+04
147819,1.11E+05
147820,7.56E+04
147821,1.98E+04
147822,7.90E+04
147823,4.34E+04
147824,3.47E+04
147825,7.88E+04
147826,8.34E+04
147827,2.04E+04
147828,1.56E+04
147829,1.01E+05
147830,1.52E+04
147831,9.58E+04
147832,1.19E+04
147833,8.05E+04
147834,4.96E+04
147835,3.15E+04
147836,1.23E+05
147837,1.13E+05
147838,1.08E+04
147839,8.41E+04
147840,8.23E+04
147841,1.75E+04
147842,8.22E+04
147843,4.60E+04
147844,2.78E+04
147845,8.03E+04
147846,2.71E+04
147847,3.95E+04
147848,1.03E+05
147849,1.12E+05
147850,1.01E+05
147851,3.04E+04
147852,8.55E+04
147853,5.06E+04
147854,6.61E+04
147855,4.30E+04
147856,9.54E+04
147857,2.30E+04
147858,9.54E+04
147859,5.68E+04
147860,3.81E+04
147861,4.62E+04
147862,3.43E+04
147863,1.01E+05
147864,9.42E+04
147865,8.77E+04
147866,7.77E+04
147867,3.18E+04
147868,7.33E+03
147869,3.83E+04
147870,5.59E+04
147871,1.18E+05
147872,1.32E+03
147873,7.70E+04
147874,4.89E+04
147875,4.30E+03
147876,3.22E+04
147877,6.56E+04
147878,4.22E+04
147879,9.71E+04
147880,1.19E+05
147881,9.40E+04
147882,6.16E+04
147883,5.96E+04
147884,8.62E+04
147885,2.57E+04
147886,8.73E+04
147887,1.01E+05
147888,8.87E+04
147889,1.58E+04
147890,7.45E+04
147891,5.27E+04
147892,4.66E+04
147893,1.14E+05
147894,3.31E+04
147895,4.55E+04
147896,6.45E+04
147897,8.29E+04
147898,1.07E+05
147899,3.56E+04
147900,4.71E+04
147901,1.34E+04
147902,2.19E+04
147903,9.12E+04
147904,7.57E+04
147905,7.12E+04
147906,8.78E+04
147907,8.07E+04
147908,5.25E+04
147909,1.22E+05
147910,8.58E+04
147911,3.29E+04
147912,7.14E+03
147913,7.15E+04
147914,4.52E+04
147915,4.27E+04
147916,1.06E+05
147917,7.93E+03
147918,6.42E+04
147919,2.48E+04
147920,1.20E+05
147921,7.60E+04
147922,1.14E+05
147923,4.01E+04
147924,1.20E+05
147925,3.34E+04
147926,6.40E+04
147927,7.03E+04
147928,2.18E+04
147929,5.86E+04
147930,7.08E+04
147931,5.84E+03
147932,7.76E+04
147933,1.02E+04
147934,-9.14E+02
147935,3.63E+04
147936,6.55E+04
147937,6.86E+04
147938,7.06E+04
147939,3.35E+04
147940,4.03E+04
147941,3.11E+04
147942,8.89E+04
147943,1.43E+04
147944,1.39E+05
147945,4.61E+04
147946,3.68E+04
147947,4.51E+04
147948,1.06E+05
147949,1.24E+05
147950,9.40E+04
147951,1.00E+05
147952,4.79E+04
147953,4.64E+04
147954,7.46E+04
147955,6.61E+04
147956,1.06E+04
147957,7.14E+04
147958,2.13E+04
147959,9.80E+04
147960,1.19E+05
147961,1.02E+05
147962,3.34E+04
147963,1.01E+05
147964,3.70E+04
147965,1.08E+05
147966,1.20E+05
147967,5.54E+04
147968,1.16E+05
147969,9.66E+04
147970,6.33E+04
147971,3.94E+04
147972,8.81E+04
147973,1.04E+04
147974,4.97E+04
147975,2.96E+04
147976,7.24E+04
147977,7.65E+04
147978,3.91E+04
147979,9.65E+04
147980,1.06E+04
147981,7.54E+04
147982,1.14E+05
147983,3.91E+04
147984,3.14E+04
147985,2.60E+04
147986,4.53E+04
147987,7.94E+04
147988,1.01E+05
147989,4.97E+04
147990,5.08E+04
147991,5.10E+04
147992,6.88E+04
147993,1.10E+05
147994,2.39E+04
147995,4.16E+04
147996,1.07E+05
147997,3.03E+04
147998,1.04E+05
147999,8.13E+04
148000,1.74E+04
148001,4.91E+04
148002,5.45E+04
148003,4.51E+04
148004,5.13E+04
148005,1.89E+04
148006,7.55E+04
148007,3.99E+04
148008,7.36E+03
148009,7.54E+04
148010,1.02E+05
148011,2.20E+04
148012,7.61E+04
148013,1.15E+05
148014,3.40E+04
148015,4.51E+04
148016,9.36E+04
148017,4.03E+04
148018,4.21E+04
148019,2.90E+04
148020,3.77E+04
148021,2.96E+04
148022,7.80E+04
148023,4.99E+04
148024,8.90E+04
148025,3.18E+04
148026,2.09E+04
148027,9.87E+04
148028,4.92E+04
148029,8.82E+04
148030,1.09E+05
148031,7.29E+04
148032,2.67E+04
148033,4.94E+04
148034,5.52E+04
148035,4.01E+04
148036,1.06E+05
148037,7.24E+04
148038,9.11E+04
148039,2.89E+04
148040,5.46E+04
148041,4.72E+04
148042,4.41E+04
148043,8.34E+04
148044,1.75E+04
148045,6.19E+04
148046,3.73E+04
148047,7.63E+04
148048,8.36E+04
148049,1.49E+04
148050,7.18E+04
148051,3.90E+04
148052,6.30E+04
148053,8.48E+04
148054,3.56E+04
148055,6.10E+04
148056,6.42E+04
148057,3.67E+04
148058,1.11E+05
148059,6.92E+04
148060,8.45E+04
148061,3.64E+04
148062,1.12E+05
148063,2.43E+04
148064,5.62E+04
148065,1.85E+04
148066,1.92E+04
148067,9.49E+04
148068,3.51E+04
148069,8.77E+04
148070,2.65E+04
148071,6.44E+04
148072,6.61E+04
148073,3.22E+04
148074,4.09E+04
148075,9.56E+04
148076,-2.75E+03
148077,3.33E+04
148078,8.03E+04
148079,1.00E+05
148080,4.54E+04
148081,3.92E+04
148082,8.21E+04
148083,8.09E+04
148084,8.02E+04
148085,4.14E+04
148086,8.46E+04
148087,5.54E+04
148088,8.40E+04
148089,7.61E+04
148090,3.35E+04
148091,7.96E+04
148092,3.07E+04
148093,6.58E+04
148094,1.51E+04
148095,9.11E+04
148096,3.86E+04
148097,1.15E+05
148098,1.91E+04
148099,9.51E+04
148100,5.33E+04
148101,3.93E+04
148102,1.10E+05
148103,6.15E+04
148104,1.06E+05
148105,3.16E+04
148106,5.37E+04
148107,2.22E+04
148108,4.59E+04
148109,2.84E+04
148110,8.41E+04
148111,2.90E+04
148112,6.24E+04
148113,4.30E+04
148114,8.12E+04
148115,3.20E+04
148116,1.31E+05
148117,6.25E+04
148118,9.05E+04
148119,1.07E+05
148120,7.33E+04
148121,7.35E+04
148122,8.14E+04
148123,4.91E+04
148124,6.72E+04
148125,7.10E+04
148126,4.43E+04
148127,4.00E+04
148128,5.07E+04
148129,1.02E+05
148130,3.86E+04
148131,1.10E+05
148132,1.04E+05
148133,1.01E+05
148134,2.53E+04
148135,5.40E+04
148136,1.05E+05
148137,1.21E+05
148138,7.21E+04
148139,2.34E+04
148140,1.03E+05
148141,4.55E+04
148142,3.82E+04
148143,-1.24E+03
148144,4.42E+04
148145,8.71E+04
148146,9.20E+04
148147,3.25E+04
148148,2.15E+04
148149,1.31E+04
148150,5.05E+04
148151,6.53E+04
148152,4.30E+04
148153,5.25E+04
148154,3.53E+04
148155,4.37E+04
148156,4.30E+04
148157,4.24E+04
148158,6.04E+04
148159,2.63E+04
148160,1.78E+04
148161,7.17E+04
148162,6.45E+04
148163,6.30E+04
148164,7.00E+04
148165,8.27E+04
148166,1.07E+05
148167,5.02E+04
148168,6.78E+04
148169,7.17E+04
148170,4.88E+04
148171,5.25E+04
148172,-4.34E+03
148173,8.54E+04
148174,7.57E+04
148175,3.80E+04
148176,5.18E+04
148177,4.34E+04
148178,2.66E+04
148179,6.48E+04
148180,3.09E+04
148181,5.71E+04
148182,4.38E+04
148183,5.43E+04
148184,1.26E+05
148185,7.99E+04
148186,7.57E+04
148187,4.61E+04
148188,9.35E+04
148189,9.75E+04
148190,8.72E+04
148191,1.02E+05
148192,2.04E+04
148193,1.49E+04
148194,2.13E+04
148195,2.45E+04
148196,1.07E+05
148197,5.35E+04
148198,1.26E+05
148199,4.61E+04
148200,1.03E+05
148201,4.82E+04
148202,5.13E+04
148203,1.07E+05
148204,4.29E+04
148205,8.24E+04
148206,5.23E+04
148207,4.16E+04
148208,6.36E+03
148209,1.32E+05
148210,2.75E+04
148211,1.69E+04
148212,8.30E+04
148213,3.44E+04
148214,6.85E+04
148215,7.01E+04
148216,2.81E+04
148217,2.32E+04
148218,3.04E+04
148219,5.35E+04
148220,3.87E+04
148221,4.19E+04
148222,4.63E+04
148223,8.50E+04
148224,2.52E+04
148225,5.92E+04
148226,5.61E+04
148227,2.77E+04
148228,1.04E+05
148229,8.57E+04
148230,6.09E+04
148231,6.01E+04
148232,9.11E+04
148233,1.67E+04
148234,1.04E+05
148235,-7.07E+03
148236,3.89E+04
148237,5.18E+04
148238,5.65E+04
148239,3.08E+04
148240,2.98E+04
148241,7.97E+04
148242,7.70E+04
148243,6.91E+04
148244,2.74E+04
148245,9.96E+04
148246,8.27E+04
148247,8.02E+04
148248,4.29E+04
148249,7.41E+04
148250,6.54E+04
148251,9.47E+04
148252,7.46E+04
148253,3.29E+04
148254,6.04E+04
148255,4.66E+04
148256,5.02E+04
148257,4.58E+04
148258,5.25E+04
148259,1.32E+04
148260,1.10E+05
148261,5.08E+04
148262,3.18E+04
148263,6.50E+04
148264,1.10E+05
148265,4.33E+04
148266,1.11E+05
148267,9.95E+03
148268,3.65E+04
148269,2.22E+04
148270,2.87E+04
148271,3.42E+04
148272,7.67E+04
148273,4.90E+04
148274,9.25E+04
148275,6.94E+04
148276,1.00E+05
148277,2.66E+04
148278,8.03E+04
148279,5.11E+04
148280,1.14E+05
148281,6.66E+04
148282,6.96E+04
148283,4.53E+04
148284,5.47E+04
148285,6.07E+04
148286,7.46E+04
148287,7.67E+04
148288,5.08E+04
148289,4.12E+04
148290,4.22E+04
148291,5.22E+04
148292,5.43E+04
148293,6.96E+04
148294,8.25E+04
148295,1.06E+05
148296,1.65E+04
148297,6.15E+04
148298,8.22E+04
148299,3.86E+04
148300,5.39E+04
148301,2.90E+04
148302,1.02E+05
148303,3.31E+04
148304,2.89E+04
148305,2.90E+04
148306,6.41E+04
148307,1.96E+04
148308,4.75E+04
148309,1.06E+05
148310,1.69E+04
148311,2.74E+04
148312,3.25E+04
148313,6.39E+04
148314,3.72E+04
148315,3.33E+04
148316,2.61E+04
148317,4.67E+04
148318,4.84E+04
148319,4.11E+04
148320,7.53E+04
148321,9.22E+04
148322,9.84E+04
148323,9.77E+04
148324,4.95E+04
148325,1.16E+05
148326,2.75E+04
148327,1.07E+05
148328,2.97E+04
148329,1.14E+05
148330,7.56E+04
148331,7.59E+04
148332,3.24E+04
148333,4.55E+04
148334,7.78E+04
148335,5.51E+04
148336,8.02E+04
148337,7.25E+04
148338,2.39E+04
148339,9.05E+04
148340,9.07E+04
148341,4.27E+04
148342,7.70E+04
148343,2.52E+04
148344,4.66E+04
148345,1.01E+05
148346,9.27E+04
148347,1.48E+04
148348,9.44E+04
148349,7.46E+04
148350,3.09E+04
148351,8.77E+04
148352,2.99E+04
148353,8.98E+04
148354,3.98E+04
148355,4.07E+04
148356,4.23E+04
148357,8.97E+04
148358,3.05E+04
148359,8.25E+04
148360,5.08E+04
148361,9.50E+04
148362,2.25E+04
148363,6.44E+04
148364,2.48E+04
148365,9.31E+04
148366,4.63E+04
148367,7.49E+04
148368,4.62E+04
148369,1.06E+05
148370,1.93E+04
148371,3.43E+04
148372,1.35E+05
148373,6.44E+04
148374,6.14E+04
148375,1.01E+05
148376,9.42E+04
148377,2.05E+04
148378,1.04E+05
148379,5.68E+04
148380,3.27E+04
148381,4.51E+04
148382,7.69E+04
148383,8.33E+04
148384,2.50E+04
148385,7.58E+04
148386,2.84E+04
148387,4.89E+04
148388,3.72E+04
148389,4.13E+04
148390,4.23E+04
148391,5.86E+04
148392,3.54E+04
148393,2.03E+03
148394,5.47E+03
148395,3.81E+04
148396,6.72E+04
148397,2.26E+04
148398,4.62E+04
148399,9.62E+04
148400,7.20E+04
148401,8.67E+03
148402,2.58E+04
148403,5.28E+04
148404,4.84E+04
148405,4.40E+04
148406,5.08E+04
148407,6.06E+04
148408,1.70E+04
148409,6.77E+04
148410,2.22E+04
148411,2.22E+04
148412,8.04E+04
148413,2.93E+04
148414,8.68E+04
148415,6.91E+04
148416,9.11E+04
148417,4.00E+04
148418,8.23E+04
148419,1.28E+05
148420,5.94E+04
148421,5.40E+04
148422,3.73E+04
148423,2.29E+04
148424,5.54E+04
148425,9.38E+04
148426,3.16E+04
148427,3.70E+04
148428,9.19E+04
148429,7.59E+04
148430,5.91E+04
148431,1.39E+04
148432,6.83E+04
148433,3.82E+04
148434,1.06E+04
148435,2.82E+04
148436,8.54E+04
148437,6.61E+04
148438,6.88E+04
148439,2.69E+04
148440,3.58E+04
148441,1.02E+05
148442,5.12E+04
148443,3.33E+04
148444,9.51E+04
148445,2.88E+04
148446,1.37E+04
148447,5.71E+04
148448,8.46E+04
148449,2.63E+04
148450,9.52E+04
148451,3.48E+04
148452,2.32E+04
148453,3.68E+04
148454,4.04E+04
148455,5.61E+04
148456,5.46E+04
148457,1.00E+05
148458,4.34E+04
148459,3.08E+04
148460,6.28E+03
148461,3.53E+04
148462,1.46E+04
148463,1.98E+04
148464,9.39E+03
148465,7.73E+04
148466,7.01E+04
148467,2.17E+04
148468,2.41E+04
148469,3.14E+04
148470,5.75E+04
148471,2.84E+04
148472,1.05E+05
148473,1.77E+04
148474,6.52E+04
148475,6.04E+04
148476,9.67E+04
148477,9.47E+04
148478,3.84E+04
